StartDate Start Date,EndDate End Date,Status Response Type,IPAddress IP Address,Progress,Duration (in seconds),Finished,RecordedDate Recorded Date,ResponseId Response ID,RecipientLastName Recipient Last Name,RecipientFirstName Recipient First Name,RecipientEmail Recipient Email,ExternalReference External Data Reference,LocationLatitude Location Latitude,LocationLongitude Location Longitude,DistributionChannel Distribution Channel,UserLanguage User Language,Q_RecaptchaScore,Q2 How old are you?,Q3 What do you consider your race or ethnicity? (Optional),Q1 What is your gender? (Optional),Q4 Are you vaccinated against COVID-19?,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Q5 There can be a variety of reasons why individuals like you have not received a COVID-19 vaccination,"Q6 If there were more vaccine choices available, would you consider getting one?","Q7 If there was a vaccine developed with more conventional methods, used in common vaccines for many years, would that appeal to you more than the currently available vaccines?",Q13 If there was a vaccine developed using more conventional methods would you get it?,"Q9 If there was a vaccine with less side effects, would that appeal to you more than the currently available vaccines?","Q14 If there was a vaccine with less side effects, would you get it?","Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",rid,gc,state,county
2021-12-10 15:13:07,2021-12-10 15:13:22,IP Address,66.58.202.199,100,15,True,2021-12-10 15:13:22,R_21vRYQJcVy8MwA7,,,,,61.2115020751953125,-149.87359619140625,anonymous,EN,,60+,Caucasian,Female,Yes,,,,,,,,,61b3df22-c96a-50f1-22c1-74ff8b766587,2,Alaska,Anchorage Municipality
2021-12-10 15:12:23,2021-12-10 15:13:25,IP Address,172.58.190.198,100,61,True,2021-12-10 15:13:25,R_1mCahbOEg6FWOeb,,,,,38.932403564453125,-77.027099609375,anonymous,EN,,40-60,Caucasian,Female,No,Somewhat Unlikely,I don’t think the current vaccines are safe.,Maybe,No,Somewhat Likely,No,Somewhat Likely,Somewhat Likely,61b3de8d-2f82-8e47-3e23-3e1fa2ff8863,1,"Washington, D.C.",
2021-12-10 15:12:58,2021-12-10 15:14:09,IP Address,98.143.0.129,100,70,True,2021-12-10 15:14:09,R_2aRWrlJzhR1D8JE,,,,,35.638702392578125,-85.2115020751953125,anonymous,EN,,25-40,Caucasian,Male,No,Somewhat Unlikely,I am unwilling to get a COVID vaccine.,No,Yes,Somewhat Likely,No,Very Likely,Somewhat Likely,61b3deb1-f809-3990-33e8-b4610434fc22,1,Tennessee,Bledsoe County
2021-12-10 15:13:47,2021-12-10 15:14:11,IP Address,174.209.97.229,100,24,True,2021-12-10 15:14:12,R_DzMmFp1HPUc4qtz,,,,,33.979400634765625,-84.3459014892578125,anonymous,EN,,25-40,Caucasian,Female,Yes,,,,,,,,,61b3dedf-aa82-ca6a-65b5-6828f578ad3c,2,Georgia,DeKalb County
2021-12-10 15:14:18,2021-12-10 15:14:30,IP Address,64.189.140.209,100,12,True,2021-12-10 15:14:30,R_10u5uQTFlp1KBYS,,,,,36.30029296875,-82.3755035400390625,anonymous,EN,,18-25,Caucasian,Female,Yes,,,,,,,,,61b3df23-b190-9afe-d82c-25453cd1e6b6,2,Tennessee,Washington County
2021-12-10 15:14:45,2021-12-10 15:15:16,IP Address,107.127.7.61,100,30,True,2021-12-10 15:15:16,R_2ByzRVrqMRuPOpR,,,,,39.9586944580078125,-82.9987030029296875,anonymous,EN,,25-40,Caucasian,Male,No,Very Unlikely,I don’t think the current vaccines are safe.,No,No,Very Unlikely,No,Very Unlikely,Very Unlikely,61b3df5a-ba33-d056-b431-5a27d823921c,1,Ohio,Franklin County
2021-12-10 15:15:23,2021-12-10 15:15:30,IP Address,24.111.222.203,100,7,True,2021-12-10 15:15:30,R_zd1IgUMi9fQ1XVv,,,,,48.226104736328125,-101.29740142822265625,anonymous,EN,,25-40,Caucasian,Male,Yes,,,,,,,,,61b3df83-a810-f736-4216-65b907dfb2d6,2,North Dakota,Ward County
2021-12-10 15:15:21,2021-12-10 15:15:32,IP Address,64.121.220.240,100,11,True,2021-12-10 15:15:32,R_zZmIomOvaErjAIx,,,,,40.7476043701171875,-75.2176971435546875,anonymous,EN,,40-60,Caucasian,Male,Yes,,,,,,,,,61b3df66-63a0-0cbc-72e9-d94c4e2264ba,2,Pennsylvania,Northampton County
2021-12-10 15:15:22,2021-12-10 15:15:39,IP Address,172.58.176.250,100,16,True,2021-12-10 15:15:39,R_1hFprKLxer9JuAu,,,,,32.8260955810546875,-96.834503173828125,anonymous,EN,,40-60,African,Female,Yes,,,,,,,,,61b3df60-1f1f-07e1-48f4-8ffdb99eb06d,2,Texas,Dallas County
2021-12-10 15:15:24,2021-12-10 15:15:40,IP Address,172.58.176.170,100,16,True,2021-12-10 15:15:40,R_QhTfjd6hwO9Vqgx,,,,,32.8260955810546875,-96.834503173828125,anonymous,EN,,25-40,Caucasian,Male,Yes,,,,,,,,,61b3dfac-40b9-b7e9-050d-b6ae37ca0df8,2,Texas,Dallas County
2021-12-10 15:14:48,2021-12-10 15:15:42,IP Address,75.109.37.149,100,53,True,2021-12-10 15:15:42,R_1ohxrIXHgvHogOG,,,,,38.40960693359375,-81.6746978759765625,anonymous,EN,,40-60,Caucasian,Female,No,Unsure,I don't trust in the way the current vaccines were developed.,Maybe,Yes,Somewhat Likely,No,Unsure,Unsure,61b3df56-0eb9-f3dd-3fd7-d2921142b0d2,1,West Virginia,Kanawha County
2021-12-10 15:15:25,2021-12-10 15:15:49,IP Address,24.127.192.110,100,24,True,2021-12-10 15:15:50,R_zTkZQGjeBELn73z,,,,,43.02130126953125,-85.6063995361328125,anonymous,EN,,25-40,Caucasian,Female,No,Unsure,I don't trust in the way the current vaccines were developed.,Maybe,Yes,Unsure,Yes,Somewhat Unlikely,Somewhat Likely,61b3df7e-5447-36f9-e059-2c6b8d498301,1,Michigan,Kent County
2021-12-10 15:14:34,2021-12-10 15:15:50,IP Address,184.54.139.126,100,76,True,2021-12-10 15:15:51,R_1oiKAkv0d9KDLiB,,,,,39.0697021484375,-84.29160308837890625,anonymous,EN,,40-60,Caucasian,Female,No,Very Unlikely,I am unwilling to get a COVID vaccine.,No,Yes,Unsure,Yes,Unsure,Unsure,61b3df33-9327-99a3-f474-5b43b2fea519,1,Ohio,Clermont County
2021-12-10 15:15:29,2021-12-10 15:15:55,IP Address,146.115.34.242,100,26,True,2021-12-10 15:15:55,R_3EHiP1k9Bkwzgsf,,,,,42.5334014892578125,-70.965301513671875,anonymous,EN,,18-25,Caucasian,Male,Yes,,,,,,,,,61b3df5f-949e-4238-c42a-d8c2dea82b80,2,Massachusetts,Essex County
2021-12-10 15:15:50,2021-12-10 15:16:00,IP Address,24.62.111.221,100,10,True,2021-12-10 15:16:00,R_1Iur7gKm7l3lLes,,,,,42.456695556640625,-71.37470245361328125,anonymous,EN,,25-40,Caucasian,Male,Yes,,,,,,,,,61b3df5f-6f81-6be9-2711-ef1511f7f0cb,2,Massachusetts,Middlesex County
2021-12-10 15:15:26,2021-12-10 15:16:14,IP Address,72.174.174.170,100,48,True,2021-12-10 15:16:15,R_1LkeoezdNrZBrGb,,,,,37.472503662109375,-105.87960052490234375,anonymous,EN,,25-40,Caucasian,Male,No,Very Unlikely,"I am unwilling to get a COVID vaccine.,I don’t think the current vaccines are safe.,I don't trust in the way the current vaccines were developed.,I already have natural immunity from previous infection.",No,No,Very Unlikely,No,Very Unlikely,Very Unlikely,61b3df69-db9a-7f77-586f-114963cc3672,1,Colorado,Alamosa County
2021-12-10 15:12:46,2021-12-10 15:16:22,IP Address,73.216.101.94,100,216,True,2021-12-10 15:16:22,R_2xIUxzomw0MPGbP,,,,,37.4532012939453125,-79.109100341796875,anonymous,EN,,25-40,Caucasian,Male,No,Very Unlikely,I don’t think the current vaccines are safe.,No,Yes,Very Likely,Yes,Very Likely,Very Likely,61b3def1-2db9-0505-ee96-e3d4108586ae,1,Virginia,Amherst County
2021-12-10 15:15:08,2021-12-10 15:16:47,IP Address,174.110.78.185,100,99,True,2021-12-10 15:16:48,R_21tw0dUru9Qml1c,,,,,35.001007080078125,-78.93450164794921875,anonymous,EN,,25-40,African,Female,No,Unsure,I don't trust in the way the current vaccines were developed.,Maybe,Yes,Somewhat Likely,Yes,Unsure,Somewhat Likely,61b3df9c-4929-216f-297a-acee62d0ea07,1,North Carolina,Cumberland County
2021-12-10 15:16:44,2021-12-10 15:16:51,IP Address,73.138.198.4,100,7,True,2021-12-10 15:16:52,R_33x4gjX2l8ToVKK,,,,,25.956207275390625,-80.18280029296875,anonymous,EN,,18-25,Hispanic or Latino,Male,Yes,,,,,,,,,61b3dfcc-81b9-bf3d-d292-8f8a6edcf06b,2,Florida,Miami-Dade County
2021-12-10 15:16:22,2021-12-10 15:17:13,IP Address,47.208.23.145,100,50,True,2021-12-10 15:17:13,R_78uYZU9dMnyRkoV,,,,,40.946502685546875,-124.083404541015625,anonymous,EN,,60+,Caucasian,,No,Unsure,I don’t think the current vaccines are safe.,Maybe,Yes,Unsure,Yes,Unsure,Unsure,61b3dfc8-a3ac-415a-ea39-9f067aa8bcc9,1,California,Humboldt County
2021-12-10 15:15:13,2021-12-10 15:17:14,IP Address,67.149.146.48,100,120,True,2021-12-10 15:17:14,R_2rN3qAXsvULjDlH,,,,,42.5579986572265625,-82.9980010986328125,anonymous,EN,,25-40,Caucasian,,No,Somewhat Likely,I am unwilling to get a COVID vaccine.,Maybe,Yes,Somewhat Likely,No,Somewhat Likely,Somewhat Likely,61b3df52-aac3-311d-a29e-75b94b74cec3,1,Michigan,Macomb County
2021-12-10 15:16:07,2021-12-10 15:17:21,IP Address,107.77.197.195,100,74,True,2021-12-10 15:17:22,R_1o12WLifIImHb03,,,,,32.779693603515625,-96.8022003173828125,anonymous,EN,,40-60,Caucasian,Female,No,Very Likely,I just haven’t got around to it.,Yes,Yes,Very Likely,Yes,Very Likely,Very Likely,61b3df6d-4318-6eed-52c4-202abb3206c9,1,Texas,Dallas County
2021-12-10 15:15:47,2021-12-10 15:17:34,IP Address,73.61.22.152,100,107,True,2021-12-10 15:17:34,R_3nCt3auw16hpmHo,,,,,42.6764068603515625,-71.31710052490234375,anonymous,EN,,40-60,Caucasian,Female,No,Unsure,I just haven’t got around to it.,Maybe,No,Unsure,Yes,Unsure,Unsure,61b3df7f-fde8-caf9-f31e-896358731623,1,Massachusetts,Middlesex County
2021-12-10 15:15:48,2021-12-10 15:17:36,IP Address,70.114.251.13,100,107,True,2021-12-10 15:17:36,R_25TOEiJgQIwAGrW,,,,,30.1719970703125,-97.8784027099609375,anonymous,EN,,40-60,African,Female,No,Unsure,I don't trust in the way the current vaccines were developed.,Maybe,Yes,Somewhat Likely,Yes,Unsure,Somewhat Likely,61b3df58-adbc-f5c6-f421-7a8d898a96eb,1,Texas,Travis County
2021-12-10 15:18:10,2021-12-10 15:18:25,IP Address,68.118.121.65,100,15,True,2021-12-10 15:18:26,R_2z743BZdlE5fPbo,,,,,32.7978973388671875,-97.3585968017578125,anonymous,EN,,18-25,Caucasian,Male,Yes,,,,,,,,,61b3dfe4-1e25-631d-c8a6-f4da26097e5c,2,Texas,Tarrant County
2021-12-10 15:20:19,2021-12-10 15:20:27,IP Address,73.224.138.6,100,8,True,2021-12-10 15:20:27,R_3kdY65EjrfGOjrP,,,,,29.9149017333984375,-81.3672027587890625,anonymous,EN,,25-40,Hispanic or Latino,Male,Yes,,,,,,,,,61b3e087-3084-87ad-36e9-96ff9f510472,2,Florida,Saint Johns County
2021-12-10 15:20:14,2021-12-10 15:20:36,IP Address,172.58.145.103,100,22,True,2021-12-10 15:20:37,R_DP2LB3LT8aaHvCV,,,,,36.1670989990234375,-86.786102294921875,anonymous,EN,,18-25,African,Female,Yes,,,,,,,,,61b3e080-e243-0397-c261-38a00a7200f3,2,Tennessee,Davidson County
2021-12-10 15:19:47,2021-12-10 15:21:16,IP Address,97.79.15.19,100,88,True,2021-12-10 15:21:16,R_1jUR2OmcS6rh5nk,,,,,27.8672943115234375,-82.70909881591796875,anonymous,EN,,40-60,Caucasian,Female,No,Very Likely,Other,Yes,Yes,Very Likely,Yes,Very Likely,Very Likely,61b3e08a-0b6e-74da-5df6-6a378ba0b359,1,Florida,Pinellas County
2021-12-10 15:21:09,2021-12-10 15:21:41,IP Address,23.226.28.165,100,31,True,2021-12-10 15:21:41,R_2ymk3rCpLamW6ca,,,,,40.1667938232421875,-74.49590301513671875,anonymous,EN,,25-40,Caucasian,Female,Yes,,,,,,,,,61b3e0e4-6471-dbf7-1c01-3af7adfb8569,2,New Jersey,Monmouth County
2021-12-10 15:21:03,2021-12-10 15:21:46,IP Address,23.226.28.143,100,42,True,2021-12-10 15:21:47,R_Pv1uPI3q5Fugnzr,,,,,40.1667938232421875,-74.49590301513671875,anonymous,EN,,25-40,Caucasian,Male,Yes,,,,,,,,,61b3e100-f416-139e-6054-f477dcb2a704,2,New Jersey,Monmouth County
2021-12-10 15:21:12,2021-12-10 15:22:29,IP Address,45.146.117.202,100,77,True,2021-12-10 15:22:30,R_3gZNrn1knHI1cVF,,,,,44.9398956298828125,-93.25479888916015625,anonymous,EN,,25-40,Native American,Male,Yes,,,,,,,,,61b3e09b-3ae5-294a-b7cc-f2d34955605d,2,Minnesota,Hennepin County
2021-12-10 15:22:32,2021-12-10 15:23:11,IP Address,23.226.28.227,100,39,True,2021-12-10 15:23:12,R_rjOp1Inukswy0Bb,,,,,40.1667938232421875,-74.49590301513671875,anonymous,EN,,25-40,Caucasian,Male,Yes,,,,,,,,,61b3e10c-f411-afd6-84c3-9985c61ebce9,2,New Jersey,Monmouth County
2021-12-10 15:22:37,2021-12-10 15:23:22,IP Address,172.58.128.80,100,45,True,2021-12-10 15:23:23,R_2ExVsXowczRAtzL,,,,,25.952392578125,-80.2183990478515625,anonymous,EN,,40-60,Caucasian,Male,No,Unsure,I don’t think the current vaccines are safe.,Maybe,Yes,Somewhat Likely,Yes,Somewhat Likely,Somewhat Likely,61b3e113-bdb8-588a-e75b-361d0e187a9f,1,Florida,Miami-Dade County
2021-12-10 15:22:09,2021-12-10 15:23:49,IP Address,88.135.69.201,100,100,True,2021-12-10 15:23:50,R_3ho7cEzm4CX04fh,,,,,40.7537994384765625,-73.9835968017578125,anonymous,EN,,25-40,Caucasian,Male,No,Very Likely,I already have natural immunity from previous infection.,Yes,Yes,Somewhat Likely,No,Somewhat Unlikely,Somewhat Likely,61b3e122-5a3a-1223-0ba3-ea5d62b140d6,1,New York,New York County
2021-12-10 15:14:34,2021-12-10 15:24:48,IP Address,108.215.143.207,100,613,True,2021-12-10 15:24:48,R_OO0XNeKZZWXkvmh,,,,,36.0283966064453125,-95.93060302734375,anonymous,EN,,60+,Caucasian,Female,No,Very Unlikely,I don’t think the current vaccines are safe.,No,No,Very Unlikely,No,Very Unlikely,Very Unlikely,61b3df5b-a698-d3b9-49f2-8df7baf2fdd5,1,Oklahoma,Tulsa County
2021-12-10 15:25:59,2021-12-10 15:26:29,IP Address,107.77.236.225,100,29,True,2021-12-10 15:26:29,R_2Pw1CNeygUyxyXj,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,,25-40,Caucasian,Female,Yes,,,,,,,,,61b3e1dc-7b4e-b60f-9506-a3b5401439b0,2,Kansas,Sedgwick County
2021-12-10 15:26:14,2021-12-10 15:26:32,IP Address,98.186.218.185,100,17,True,2021-12-10 15:26:32,R_1DSDrUONISCxzrq,,,,,33.49169921875,-111.98370361328125,anonymous,EN,,60+,Caucasian,Male,Yes,,,,,,,,,61b3e1cf-28f6-1313-1eec-0b7c4c23cbc4,2,Arizona,Maricopa County
2021-12-10 15:33:19,2021-12-10 15:34:03,IP Address,172.58.200.19,100,43,True,2021-12-10 15:34:03,R_3RvWMmkff0S16Fd,,,,,39.9485931396484375,-75.2339019775390625,anonymous,EN,,40-60,African,Female,Yes,,,,,,,,,61b3e39c-7fdb-6321-7da2-8889eed788ea,2,Pennsylvania,Delaware County
2021-12-10 15:36:31,2021-12-10 15:37:39,IP Address,50.27.109.130,100,67,True,2021-12-10 15:37:39,R_Z4qkkgEVnNBKIrT,,,,,32.0321044921875,-102.0897979736328125,anonymous,EN,,40-60,African,Female,No,Unsure,I don’t think the current vaccines are safe.,Yes,Yes,Very Likely,Yes,Very Likely,Very Likely,61b3e428-c240-ed7c-ccc1-b2a86c8eec48,1,Texas,Midland County
2021-12-10 15:48:24,2021-12-10 15:48:47,IP Address,69.21.217.199,100,22,True,2021-12-10 15:48:47,R_1CmhwWIewOr7w6A,,,,,32.9535064697265625,-103.3527984619140625,anonymous,EN,,18-25,Hispanic or Latino,Male,Yes,,,,,,,,,61b3e75d-756a-b2fb-7a28-7d453e3f0fde,2,New Mexico,Lea County
2021-12-10 15:49:37,2021-12-10 15:49:48,IP Address,72.174.15.39,100,11,True,2021-12-10 15:49:48,R_eVvloAGyHJklKBb,,,,,46.8209991455078125,-114.03040313720703125,anonymous,EN,,60+,Caucasian,Female,Yes,,,,,,,,,61b3e776-13d5-5198-ed99-2f752a91c46c,2,Montana,Missoula County
2021-12-10 15:50:30,2021-12-10 15:50:50,IP Address,174.209.228.241,100,20,True,2021-12-10 15:50:50,R_3DjdMNqGe1TUnk4,,,,,38.716796875,-89.9727020263671875,anonymous,EN,,60+,African,Female,Yes,,,,,,,,,61b3e7b7-a147-df6d-5d81-b1d925b515a8,2,Illinois,Madison County
2021-12-10 15:50:38,2021-12-10 15:51:10,IP Address,72.211.131.134,100,31,True,2021-12-10 15:51:10,R_1DROb2Ue6NSJGj0,,,,,32.8946075439453125,-111.749298095703125,anonymous,EN,,60+,Caucasian,Male,Yes,,,,,,,,,61b3e7db-5a1c-b6fa-b067-779896c6173c,2,Arizona,Pinal County
2021-12-10 15:51:56,2021-12-10 15:52:10,IP Address,24.183.54.102,100,14,True,2021-12-10 15:52:11,R_rqd7pDBzjhAn0Z3,,,,,43.0334014892578125,-89.451202392578125,anonymous,EN,,60+,Caucasian,Male,Yes,,,,,,,,,61b3e80d-78b9-5794-bc4d-36154a36e64e,2,Wisconsin,Dane County
2021-12-10 15:53:19,2021-12-10 15:53:40,IP Address,71.229.63.15,100,20,True,2021-12-10 15:53:40,R_OjnaxDLgLCnV0Z3,,,,,31.9947967529296875,-81.23349761962890625,anonymous,EN,,25-40,Caucasian,Female,No,Very Likely,I already have natural immunity from previous infection.,Maybe,Yes,Unsure,Yes,Very Unlikely,Unsure,61b3e866-8a43-1083-21a9-8d7b7a709588,1,Georgia,Chatham County
2021-12-10 15:54:34,2021-12-10 15:55:06,IP Address,174.245.49.251,100,32,True,2021-12-10 15:55:07,R_cRSNtSw4WQYvOAF,,,,,42.426300048828125,-82.901397705078125,anonymous,EN,,25-40,Caucasian,Female,No,Unsure,Other,No,No,Unsure,No,Unsure,Unsure,61b3e8b3-f754-7896-c8b0-ad45b542f408,1,Michigan,Wayne County
2021-12-10 15:56:31,2021-12-10 15:56:40,IP Address,71.62.1.12,100,9,True,2021-12-10 15:56:41,R_ZJebY1aQFdc58cN,,,,,38.45550537109375,-77.4326019287109375,anonymous,EN,,18-25,Caucasian,Female,Yes,,,,,,,,,61b3e926-4215-ac03-8d28-0db79a82845d,2,Virginia,Stafford County
2021-12-10 15:55:57,2021-12-10 15:56:41,IP Address,76.217.253.81,100,44,True,2021-12-10 15:56:41,R_AHHFZeIua7dMKAh,,,,,36.42669677734375,-89.6990966796875,anonymous,EN,,18-25,Mixed Race,Male,No,Very Likely,Other,Maybe,No,Unsure,No,Very Likely,Very Likely,61b3e92e-8f45-f59c-6ff2-3f9a25ff1300,1,Missouri,New Madrid County
2021-12-10 15:56:44,2021-12-10 15:57:00,IP Address,47.6.142.237,100,16,True,2021-12-10 15:57:01,R_1gvFVba9WLkrJCX,,,,,36.06829833984375,-119.0343017578125,anonymous,EN,,40-60,Caucasian,Female,Yes,,,,,,,,,61b3e933-c113-eb51-f250-4bb824a48fd5,2,California,Tulare County
2021-12-10 15:57:56,2021-12-10 15:58:09,IP Address,172.85.167.74,100,12,True,2021-12-10 15:58:09,R_1mdRZmkXnAre2Cc,,,,,29.97869873046875,-95.584503173828125,anonymous,EN,,25-40,African,Male,Yes,,,,,,,,,61b3e9a5-4aad-c2c3-38e9-7024c65f3b96,2,Texas,Harris County
2021-12-10 15:56:47,2021-12-10 15:58:18,IP Address,172.10.50.215,100,91,True,2021-12-10 15:58:18,R_1NxlsLGjQReEXoZ,,,,,35.62109375,-97.47570037841796875,anonymous,EN,,40-60,Native American,Female,No,Very Unlikely,I don’t think the current vaccines are safe.,Maybe,Yes,Unsure,Yes,Somewhat Likely,Somewhat Likely,61b3e938-53ea-ac16-1e46-61078ec0b9a0,1,Oklahoma,Oklahoma County
2021-12-10 15:58:21,2021-12-10 15:58:37,IP Address,99.108.138.247,100,16,True,2021-12-10 15:58:38,R_3iyzfBHLXwJS8VP,,,,,37.782501220703125,-122.43499755859375,anonymous,EN,,18-25,Pacific Islander,Male,Yes,,,,,,,,,61b3e997-8a10-765a-4e12-c8b89e00c4de,2,California,San Francisco County
2021-12-10 15:57:55,2021-12-10 15:58:46,IP Address,172.58.190.139,100,51,True,2021-12-10 15:58:46,R_12GaeckISTk6Ntg,,,,,38.932403564453125,-77.027099609375,anonymous,EN,,25-40,Caucasian,Female,No,Very Unlikely,I am unwilling to get a COVID vaccine.,No,No,Very Unlikely,No,Very Unlikely,Very Unlikely,61b3e979-8943-126e-7333-5f0f3410f4e1,1,"Washington, D.C.",
2021-12-10 15:59:10,2021-12-10 15:59:25,IP Address,174.197.198.208,100,15,True,2021-12-10 15:59:26,R_tKEe6fdgNpgZT5D,,,,,42.6551971435546875,-73.802001953125,anonymous,EN,,25-40,African,Male,Yes,,,,,,,,,61b3e9bd-56d8-12cc-a045-17b37b413c11,2,New York,Albany County
2021-12-10 15:59:14,2021-12-10 15:59:44,IP Address,174.203.195.232,100,29,True,2021-12-10 15:59:44,R_2wGfOkxEtTSDOF1,,,,,35.089202880859375,-80.81939697265625,anonymous,EN,,60+,Caucasian,Female,Yes,,,,,,,,,61b3e9ca-fc47-6049-845f-7731fd1f3939,2,North Carolina,Mecklenburg County
2021-12-10 15:57:57,2021-12-10 15:59:45,IP Address,172.58.19.80,100,107,True,2021-12-10 15:59:45,R_tDo5Gh0tKWGSHBv,,,,,33.8159942626953125,-117.96920013427734375,anonymous,EN,,25-40,Caucasian,Female,No,Very Unlikely,I don't trust in the way the current vaccines were developed.,No,No,Very Unlikely,No,Very Unlikely,Very Unlikely,61b3e967-e9d7-c39d-d42f-ae601f13132d,1,California,Orange County
2021-12-10 15:59:22,2021-12-10 15:59:55,IP Address,47.146.177.90,100,33,True,2021-12-10 15:59:55,R_2VORggLNhsg0JOD,,,,,33.7187957763671875,-118.0032958984375,anonymous,EN,,25-40,Caucasian,Male,No,Unsure,I am unwilling to get a COVID vaccine.,Maybe,No,Somewhat Likely,No,Very Likely,Very Likely,61b3e9f9-66c2-bf42-f72c-ceee4624cfc8,1,California,Orange County
